,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,GEOMETRIC_CENTER,"59 St - Lexington Avenue Subway Station, New York, NY, USA",ChIJG3uyYu9YwokRiBoV_TOGMDU,59 ST New York City metro station,40.762824,-73.967562,1,,OK,"establishment,point_of_interest,transit_station"
1,GEOMETRIC_CENTER,"59 St - Lexington Avenue Subway Station, New York, NY, USA",ChIJG3uyYu9YwokRiBoV_TOGMDU,5 AV/59 ST New York City metro station,40.762824,-73.967562,1,,OK,"establishment,point_of_interest,transit_station"
2,GEOMETRIC_CENTER,"57th Street-Seventh Ave., New York, NY 10106, USA",ChIJb-OFh_dYwokRAJW452KSwV0,57 ST-7 AV New York City metro station,40.765564,-73.9803309,1,10106,OK,"establishment,point_of_interest,subway_station,transit_station"
3,GEOMETRIC_CENTER,"49 St, New York, NY 10036, USA",ChIJv6xT4VVYwokRb-AIZdrXKAc,49 ST New York City metro station,40.7598372,-73.9841825,1,10036,OK,"establishment,point_of_interest,subway_station,transit_station"
4,GEOMETRIC_CENTER,"Times Sq-42 St, New York, NY 10036, USA",ChIJ5RqjPKtZwokRgOy4tBivbcw,TIMES SQ-42 ST New York City metro station,40.7545563,-73.9866737,1,10036,OK,"establishment,point_of_interest,subway_station,transit_station"
5,GEOMETRIC_CENTER,"34 Street-Herald Sq, New York, NY 10001, USA",ChIJh3-JOKlZwokRF2zVuxg0pXc,34 ST-HERALD SQ New York City metro station,40.7488979,-73.98878859999999,2,10001,OK,"establishment,point_of_interest,subway_station,transit_station"
6,GEOMETRIC_CENTER,"28 Street Subway Station, New York, NY 10016, USA",ChIJUYdWnqdZwokRAMaUbC9nBv0,28 ST New York City metro station,40.7431333,-73.984225,1,10016,OK,"establishment,point_of_interest,subway_station,transit_station"
7,GEOMETRIC_CENTER,"23 Street Station, E 23rd St, New York, NY 10010, USA",ChIJ3QxIAKRZwokR9GKF9UAFs8k,23 ST New York City metro station,40.7413626,-73.9891335,1,10010,OK,"establishment,point_of_interest,subway_station,transit_station"
8,GEOMETRIC_CENTER,"14 Street - Union Square Station, New York, NY 10003, USA",ChIJGxFxxJhZwokRaAQ22S4T8GA,14 ST-UNION SQ New York City metro station,40.7348024,-73.990753,2,10003,OK,"establishment,point_of_interest,subway_station,transit_station"
9,GEOMETRIC_CENTER,"8 Street Station, New York, NY 10003, USA",ChIJdds5RppZwokR0fZVTlTGzdQ,8 ST-NYU New York City metro station,40.7306255,-73.9926698,1,10003,OK,"establishment,point_of_interest,subway_station,transit_station"
10,ROOFTOP,"Prince St, 88 Prince St, New York, NY 10012, USA",ChIJdS2R445ZwokRH4dsykZ73T4,PRINCE ST New York City metro station,40.7242266,-73.99775509999999,1,10012,OK,"establishment,point_of_interest,subway_station,transit_station"
11,ROOFTOP,"Canal Street Subway Station, Mbamlm 5721, Goodstone Dr #2326, Raleigh, NC 27pi, United States",ChIJD5YNPopZwokRlB77T56V4xE,CANAL ST New York City metro station,40.7195147,-74.0017857,1,27pi,OK,"establishment,point_of_interest,subway_station,transit_station"
12,GEOMETRIC_CENTER,"City Hall Park, New York, NY 10007, USA",ChIJs--MqP1YwokRBwAhjXWIHn8,CITY HALL New York City metro station,40.7127744,-74.006059,1,10007,OK,"city_hall,establishment,local_government_office,point_of_interest"
13,GEOMETRIC_CENTER,"Cortlandt St Station, New York, NY 10006, USA",ChIJEzFB6hlawokRjBSIJ-zCLq8,CORTLANDT ST New York City metro station,40.7110496,-74.0107859,1,10006,OK,"establishment,point_of_interest,subway_station,transit_station"
14,GEOMETRIC_CENTER,"Rector St, New York, NY 10006, USA",ChIJmXsV2BBawokRKRW4simy9As,RECTOR ST New York City metro station,40.7078954,-74.01363649999999,1,10006,OK,"establishment,point_of_interest,subway_station,transit_station"
15,GEOMETRIC_CENTER,"Whitehall St, New York, NY 10004, USA",ChIJK3VvhRNawokRje7SOro9dA0,WHITEHALL S-FRY New York City metro station,40.702161,-74.0127837,2,10004,OK,"establishment,point_of_interest,subway_station,transit_station"
16,GEOMETRIC_CENTER,"Delancey St, New York, NY 10002, USA",ChIJGcMs2IBZwokRmiN29CpyU6w,DELANCEY/ESSEX New York City metro station,40.718613,-73.988113,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
17,GEOMETRIC_CENTER,"Bowery Station, Bowery, New York, NY 10002, USA",ChIJ4fAuO4ZZwokR9ytaxyuxLOc,BOWERY New York City metro station,40.7201668,-73.99353470000001,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
18,GEOMETRIC_CENTER,"Chambers St, New York, NY 10013, USA",ChIJ_yiG1CNawokRwkWT6QS0jE4,CHAMBERS ST New York City metro station,40.7131115,-74.0040466,1,10013,OK,"establishment,point_of_interest,subway_station,transit_station"
19,GEOMETRIC_CENTER,"Fulton St Subway Station, New York, NY 10038, USA",ChIJZRVRExhawokR_OhyrnV9EtM,FULTON ST New York City metro station,40.709373,-74.0083258,1,10038,OK,"establishment,point_of_interest,subway_station,transit_station"
20,GEOMETRIC_CENTER,"Broad St, New York, NY 10005, USA",ChIJXy7mwhZawokRC_tiZTQds28,BROAD ST New York City metro station,40.7070097,-74.0107831,1,10005,OK,"establishment,point_of_interest,subway_station,transit_station"
21,GEOMETRIC_CENTER,"49 St, New York, NY 10036, USA",ChIJv6xT4VVYwokRb-AIZdrXKAc,7 AV New York City metro station,40.7598372,-73.9841825,1,10036,OK,"establishment,point_of_interest,subway_station,transit_station"
22,GEOMETRIC_CENTER,"Park Pl, New York, NY 10007, USA",ChIJyUNg3RhawokRC6Tc7HbSScw,PARK PLACE New York City metro station,40.7132422,-74.0092559,1,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
23,GEOMETRIC_CENTER,"Botanical Garden, Bronx, NY 10458, USA",ChIJuz7Sf3nzwokRBFsd_S8xoWs,BOTANIC GARDEN New York City metro station,40.866555,-73.88310899999999,1,10458,OK,"establishment,point_of_interest,transit_station"
24,GEOMETRIC_CENTER,"Prospect Park Subway Station, Lincoln Rd, Brooklyn, NY 11226, USA",ChIJ44UjjxJbwokR9mDzIH-enRw,PROSPECT PARK New York City metro station,40.6608788,-73.9621109,1,11226,OK,"establishment,point_of_interest,subway_station,transit_station"
25,GEOMETRIC_CENTER,"Parkside Av, Brooklyn, NY 11226, USA",ChIJU2iDGxVbwokRD2jRDgYza34,PARKSIDE AV New York City metro station,40.655292,-73.961495,1,11226,OK,"establishment,point_of_interest,subway_station,transit_station"
26,GEOMETRIC_CENTER,"Church Av, Brooklyn, NY 11218, USA",ChIJicOz8ChbwokRCx-TAmJFgW4,CHURCH AV New York City metro station,40.6436845,-73.9796075,1,11218,OK,"establishment,point_of_interest,subway_station,transit_station"
27,GEOMETRIC_CENTER,"Beverley Rd, Brooklyn, NY 11226, USA",ChIJDxSF5DlbwokRUyR8BGPWHSA,BEVERLEY ROAD New York City metro station,40.6442291,-73.96449799999999,1,11226,OK,"establishment,point_of_interest,subway_station,transit_station"
28,GEOMETRIC_CENTER,"Cortelyou Rd, Brooklyn, NY 11226, USA",ChIJjQGd4DZbwokR-Jd1HOXozOc,CORTELYOU RD New York City metro station,40.6412697,-73.9639694,1,11226,OK,"establishment,point_of_interest,subway_station,transit_station"
29,GEOMETRIC_CENTER,"Newkirk Plaza Subway Station, Brooklyn, NY 11226, USA",ChIJV-lU4TRbwokRYzjH8LjGM2s,NEWKIRK PLAZA New York City metro station,40.6349954,-73.9627801,2,11226,OK,"establishment,point_of_interest,subway_station,transit_station"
30,GEOMETRIC_CENTER,"Avenue H, Brooklyn, NY 11230, USA",ChIJjzZsOspEwokRjXiYxXLHE0w,AVENUE H New York City metro station,40.6297445,-73.9616617,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
31,GEOMETRIC_CENTER,"Avenue J, Brooklyn, NY 11230, USA",ChIJy4D7OMhEwokRtl2bnNFRZVM,AVENUE J New York City metro station,40.6252684,-73.9607296,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
32,GEOMETRIC_CENTER,"Avenue M, Brooklyn, NY 11230, USA",ChIJY7qMV79EwokRYUKwwtNlD-0,AVENUE M New York City metro station,40.6180725,-73.9593745,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
33,GEOMETRIC_CENTER,"Kings Highway Station, Kings Hwy, Brooklyn, NY 11229, USA",ChIJyYTRmZREwokR2i-dM8F1BZM,KINGS HWY New York City metro station,40.6088717,-73.9577807,1,11229,OK,"establishment,point_of_interest,subway_station,transit_station"
34,GEOMETRIC_CENTER,"Avenue U, Brooklyn, NY 11223, USA",ChIJN3rWbP9EwokRcazgFVdN7yE,AVENUE U New York City metro station,40.5965048,-73.97894649999999,1,11223,OK,"establishment,point_of_interest,subway_station,transit_station"
35,GEOMETRIC_CENTER,"Neck Rd, Brooklyn, NY 11229, USA",ChIJB5WVSopEwokR9da-jQrrCHo,NECK RD New York City metro station,40.595246,-73.95516099999999,1,11229,OK,"establishment,point_of_interest,subway_station,transit_station"
36,GEOMETRIC_CENTER,"Sheepshead Bay, Brooklyn, NY 11235, USA",ChIJ1_lgpGZEwokR-UxILB2zo5E,SHEEPSHEAD BAY New York City metro station,40.5867923,-73.95424229999999,1,11235,OK,"establishment,point_of_interest,subway_station,transit_station"
37,GEOMETRIC_CENTER,"Brighton Beach, Brooklyn, NY 11235, USA",ChIJV9j5vUFEwokRK954zkxvsTk,BRIGHTON BEACH New York City metro station,40.5777081,-73.9610469,1,11235,OK,"establishment,point_of_interest,subway_station,transit_station"
38,GEOMETRIC_CENTER,"Ocean Park Way, Brooklyn, NY 11235, USA",ChIJqx6roUdEwokRJOdtao7G2uY,OCEAN PKWY New York City metro station,40.5762715,-73.96850909999999,1,11235,OK,"establishment,point_of_interest,subway_station,transit_station"
39,GEOMETRIC_CENTER,"City Hall Park, New York, NY 10007, USA",ChIJs--MqP1YwokRBwAhjXWIHn8,BOROUGH HALL New York City metro station,40.7127744,-74.006059,2,10007,OK,"city_hall,establishment,local_government_office,point_of_interest"
40,GEOMETRIC_CENTER,"Jay Street Metro Tech, Brooklyn, NY 11201, USA",ChIJrbZ7k0tawokR35WqpKoPjxY,JAY ST-METROTEC New York City metro station,40.6923458,-73.987257,1,11201,OK,"establishment,point_of_interest,transit_station"
41,GEOMETRIC_CENTER,"DeKalb Avenue Subway Station, Brooklyn, NY 11217, USA",ChIJuzFDX7NbwokR1ZH9SoL2Q-c,DEKALB AV New York City metro station,40.6898084,-73.98115589999999,1,11217,OK,"establishment,point_of_interest,subway_station,transit_station"
42,ROOFTOP,"Dome/GWCC/Philips Arena/CNN Center Transit Station, 100 Centennial Olympic Park Dr NW, Atlanta, GA 30303, USA",ChIJ77wFoX8D9YgRtW_Y5jb5QFU,ATL AV-BARCLAY New York City metro station,33.75675349999999,-84.39746339999999,1,30303,OK,"establishment,point_of_interest,subway_station,transit_station"
43,GEOMETRIC_CENTER,"Union St, Brooklyn, NY 11215, USA",ChIJqdtrNVVawokREzFXG_uqvZA,UNION ST New York City metro station,40.6771729,-73.9832467,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
44,GEOMETRIC_CENTER,"4 Av - 9 St Station, Brooklyn, NY 11215, USA",ChIJP5pZkPtawokRgdTLZJPaJdc,4AV-9 ST New York City metro station,40.6698964,-73.9891106,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
45,GEOMETRIC_CENTER,"Prospect Av Station, Brooklyn, NY 11215, USA",ChIJGSm9DuVawokRA79zZY0WmTM,PROSPECT AV New York City metro station,40.66541369999999,-73.99292590000002,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
46,GEOMETRIC_CENTER,"25 St, Brooklyn, NY 11232, USA",ChIJYeuErulawokRjRn_Ju18kUs,25 ST New York City metro station,40.6603831,-73.998132,1,11232,OK,"establishment,point_of_interest,subway_station,transit_station"
47,GEOMETRIC_CENTER,"36 Street Station, Brooklyn, NY 10012, USA",ChIJa6yoIMFawokRHgcC0uwDQOQ,36 ST New York City metro station,40.6545065,-74.0042335,1,10012,OK,"establishment,point_of_interest,subway_station,transit_station"
48,GEOMETRIC_CENTER,"45 St, Brooklyn, NY 11220, USA",ChIJ87rXcrdawokR4-BwyzUUEAk,45 ST New York City metro station,40.648939,-74.01000599999999,1,11220,OK,"establishment,point_of_interest,subway_station,transit_station"
49,GEOMETRIC_CENTER,"5 Avenue-53 Street Station, New York, NY 10022, USA",ChIJq_cdlvtYwokRg0qolCeD-9A,53 ST New York City metro station,40.7602163,-73.975543,1,10022,OK,"establishment,point_of_interest,subway_station,transit_station"
50,GEOMETRIC_CENTER,"Bay Ridge Av, Brooklyn, NY 11220, USA",ChIJmfEbJlFFwokRVTywJJGnlyM,BAY RIDGE AV New York City metro station,40.6348148,-74.0234354,1,11220,OK,"establishment,point_of_interest,subway_station,transit_station"
51,GEOMETRIC_CENTER,"77 St, E 77th St, New York, NY 10075, USA",ChIJ7fmIe5VYwokReqddWhnfbaw,77 ST New York City metro station,40.7736346,-73.95982939999999,2,10075,OK,"establishment,point_of_interest,subway_station,transit_station"
52,GEOMETRIC_CENTER,"86 Street Subway Station, New York, NY 10028, USA",ChIJP0weCrtYwokRj3S4SxhyJkk,86 ST New York City metro station,40.7769631,-73.9523007,1,10028,OK,"establishment,point_of_interest,subway_station,transit_station"
53,GEOMETRIC_CENTER,"Bay Ridge - 95 St, Brooklyn, NY 11209, USA",ChIJO2VlxYlPwokRdNG5W3ntX0M,BAY RIDGE-95 ST New York City metro station,40.6167174,-74.0308527,2,11209,OK,"establishment,point_of_interest,subway_station,transit_station"
54,GEOMETRIC_CENTER,"14 Street / 8 Av, New York, NY 10014, USA",ChIJsYiFjr5ZwokRF-WL1JXZYn8,8 AV New York City metro station,40.7397407,-74.00280390000002,1,10014,OK,"establishment,point_of_interest,subway_station,transit_station"
55,GEOMETRIC_CENTER,"Fort Hamilton Parkway Station, Brooklyn, NY 11219, USA",ChIJX7zHe9JawokRWnPt1tQxdr4,FT HAMILTON PKY New York City metro station,40.640915,-73.994301,1,11219,OK,"establishment,point_of_interest,subway_station,transit_station"
56,GEOMETRIC_CENTER,"New Utrecht Av, Brooklyn, NY 11219, USA",ChIJ01UIFTtFwokRlwiWBg1lUso,NEW UTRECHT AV New York City metro station,40.6255554,-73.99678589999999,1,11219,OK,"establishment,point_of_interest,subway_station,transit_station"
57,GEOMETRIC_CENTER,"18 Av, Brooklyn, NY 11230, USA",ChIJLeuMTNFEwokRNENHwiRDW7k,18 AV New York City metro station,40.6296673,-73.9770029,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
58,GEOMETRIC_CENTER,"20 Avenue Station, Brooklyn, NY 11214, USA",ChIJd1Jy2g5FwokRWubQkqdTAco,20 AV New York City metro station,40.60463559999999,-73.9984303,1,11214,OK,"establishment,point_of_interest,subway_station,transit_station"
59,GEOMETRIC_CENTER,"Bay Parkway N Train Station, Brooklyn, NY 11204, USA",ChIJsx7n8-FEwokR3F1Af2s_NaY,BAY PKWY New York City metro station,40.61188000000001,-73.98187109999999,1,11204,OK,"establishment,point_of_interest,transit_station"
60,GEOMETRIC_CENTER,"9 Avenue, Brooklyn, NY 11219, USA",ChIJQ8Q9JNBawokRx37hQIgznbA,9 AV New York City metro station,40.6463419,-73.9943669,1,11219,OK,"establishment,point_of_interest,subway_station,transit_station"
61,GEOMETRIC_CENTER,"50 St 8 Av, New York, NY 10019, USA",ChIJP9p8-FZYwokR6xDCM4A-Bf8,50 ST New York City metro station,40.7620363,-73.98632909999999,1,10019,OK,"establishment,point_of_interest,subway_station,transit_station"
62,GEOMETRIC_CENTER,"55 Street Station, Brooklyn, NY 11219, USA",ChIJN5Cz2jFFwokRqG9CJ44t_Fo,55 ST New York City metro station,40.6315514,-73.9956328,1,11219,OK,"establishment,point_of_interest,subway_station,transit_station"
63,GEOMETRIC_CENTER,"71 St, Brooklyn, NY 11228, USA",ChIJhSs6kj1FwokRCQpfhJ_0kJU,71 ST New York City metro station,40.6196212,-73.99877699999999,1,11228,OK,"establishment,point_of_interest,subway_station,transit_station"
64,GEOMETRIC_CENTER,"79 St, New York, NY 10024, USA",ChIJOfwkh4hYwokRcG5CDHVfr64,79 ST New York City metro station,40.783934,-73.979917,1,10024,OK,"establishment,point_of_interest,transit_station"
65,GEOMETRIC_CENTER,"25 Avenue Station, Brooklyn, NY 11214, USA",ChIJT-JwmwBFwokRFL5LVnJ-enE,25 AV New York City metro station,40.5976015,-73.9867624,1,11214,OK,"establishment,point_of_interest,subway_station,transit_station"
66,GEOMETRIC_CENTER,"Bay 50 St Station, Brooklyn, NY 11214, USA",ChIJnaOuOq1FwokRd4rYvHrK6vk,BAY 50 ST New York City metro station,40.5881141,-73.9836783,1,11214,OK,"establishment,point_of_interest,subway_station,transit_station"
67,GEOMETRIC_CENTER,"Coney Island Ave, Brooklyn, NY, USA",ChIJKwR59OlEwokRRjavzpTGZEc,CONEY IS-STILLW New York City metro station,40.6136033,-73.9631313,1,,OK,route
68,GEOMETRIC_CENTER,"West 8 Street-New York Aquarium, Brooklyn, NY 11224, USA",ChIJyxOf4UlEwokR9bECoy3tjLM,W 8 ST-AQUARIUM New York City metro station,40.57612779999999,-73.97596539999999,2,11224,OK,"establishment,point_of_interest,subway_station,transit_station"
69,GEOMETRIC_CENTER,"14 Street Station, New York, NY 10011, USA",ChIJMYs3Y71ZwokREN6AKkj9eCo,6 AV New York City metro station,40.7373653,-73.99684529999999,1,10011,OK,"establishment,point_of_interest,subway_station,transit_station"
70,GEOMETRIC_CENTER,"3 Av, New York, NY 10003, USA",ChIJr8T_-J5ZwokRFc6gOato2mg,3 AV New York City metro station,40.73314440000001,-73.986761,1,10003,OK,"establishment,point_of_interest,subway_station,transit_station"
71,GEOMETRIC_CENTER,"86 Street Subway Station, New York, NY 10028, USA",ChIJP0weCrtYwokRj3S4SxhyJkk,1 AV New York City metro station,40.7769631,-73.9523007,1,10028,OK,"establishment,point_of_interest,subway_station,transit_station"
72,GEOMETRIC_CENTER,"Bedford Avenue Station, Brooklyn, NY 11211, USA",ChIJ5aQoxF1ZwokRjrFlYJmAB-c,BEDFORD AV New York City metro station,40.7177978,-73.95751709999999,1,11211,OK,"establishment,point_of_interest,transit_station"
73,GEOMETRIC_CENTER,"Metropolitan Av/Lorimer St, Brooklyn, NY 11211, USA",ChIJjcsyuFlZwokRqyUoI_V-Oh4,LORIMER ST New York City metro station,40.7139225,-73.9493905,1,11211,OK,"establishment,point_of_interest,transit_station"
74,GEOMETRIC_CENTER,"Graham Av, Brooklyn, NY 11211, USA",ChIJL9YmzlZZwokRZ7AUev85c-0,GRAHAM AV New York City metro station,40.7145263,-73.94438180000002,1,11211,OK,"establishment,point_of_interest,subway_station,transit_station"
75,GEOMETRIC_CENTER,"Grand St, New York, NY 10002, USA",ChIJTYrB6YdZwokRdbSAtaHdlG0,GRAND ST New York City metro station,40.7182002,-73.99357359999999,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
76,GEOMETRIC_CENTER,"Montrose Avenue Station, Brooklyn, NY 11206, USA",ChIJpQhVRP5bwokRqBLhAgq7YZE,MONTROSE AV New York City metro station,40.7076407,-73.93983639999999,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
77,GEOMETRIC_CENTER,"Morgan Avenue Subway Station, Brooklyn, NY 11237, USA",ChIJWVIeVQBcwokRq8J-2e8Xnck,MORGAN AV New York City metro station,40.70607589999999,-73.93370999999999,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
78,GEOMETRIC_CENTER,"Jefferson St, Brooklyn, NY 11237, USA",ChIJdW-xXR1cwokR149mhnOuHaU,JEFFERSON ST New York City metro station,40.7065868,-73.922872,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
79,GEOMETRIC_CENTER,"Myrtle - Wyckoff Avenues Subway Station, Brooklyn, NY 11237, USA",ChIJ0fOUCiJcwokRwIEa13VkxLU,MYRTLE-WYCKOFF New York City metro station,40.699686,-73.9117713,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
80,GEOMETRIC_CENTER,"Halsey St Station, Brooklyn, NY 11237, USA",ChIJFx_C3SRcwokRvqNNAkz47z0,HALSEY ST New York City metro station,40.6959098,-73.90512009999999,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
81,GEOMETRIC_CENTER,"Wilson Avenue, Brooklyn, NY 11207, USA",ChIJQd_RcDlcwokRvBjTuQcrV7g,WILSON AV New York City metro station,40.6887823,-73.9046724,2,11207,OK,"establishment,point_of_interest,subway_station,transit_station"
82,GEOMETRIC_CENTER,"Bushwick Av-Aberdeen St, Brooklyn, NY 11207, USA",ChIJt27FIkdcwokRZ_07oKjD85A,BUSHWICK AV New York City metro station,40.6823373,-73.9051413,1,11207,OK,"establishment,point_of_interest,subway_station,transit_station"
83,GEOMETRIC_CENTER,"Atlantic Av-Barclays Center, Atlantic Ave & Flatbush Ave, Brooklyn, NY, United States",ChIJsQdV5K1bwokRjtqc2QlHIWw,ATLANTIC AV New York City metro station,40.6834617,-73.9765824,1,,OK,"establishment,point_of_interest,subway_station,transit_station"
84,GEOMETRIC_CENTER,"Sutter Av - Rutland Rd, Rutland Road & E 98th St, Brooklyn, NY, United States",ChIJRcLy9IhcwokRwZz9lXo1zWk,SUTTER AV New York City metro station,40.6649921,-73.92290849999999,1,,OK,"establishment,point_of_interest,subway_station,transit_station"
85,GEOMETRIC_CENTER,"Livonia Av, Brooklyn, NY 11212, USA",ChIJsyCYAfhcwokRfx76qDywIrM,LIVONIA AV New York City metro station,40.6640405,-73.90057449999999,1,11212,OK,"establishment,point_of_interest,subway_station,transit_station"
86,GEOMETRIC_CENTER,"New Lots Av, Brooklyn, NY 11212, USA",ChIJK991IvpcwokRKlyWkIXioDg,NEW LOTS New York City metro station,40.6588826,-73.899213,1,11212,OK,"establishment,point_of_interest,subway_station,transit_station"
87,GEOMETRIC_CENTER,"E 105 St, Brooklyn, NY 11236, USA",ChIJtXPElOVcwokReh6QZiQAUQQ,EAST 105 ST New York City metro station,40.6513735,-73.89900279999999,1,11236,OK,"establishment,point_of_interest,subway_station,transit_station"
88,GEOMETRIC_CENTER,"Canarsie-Rockaway Pkwy, Brooklyn, NY 11236, USA",ChIJTxF7ZuhcwokRtrnMFPkpGKc,CANARSIE-ROCKAW New York City metro station,40.6470969,-73.9016086,1,11236,OK,"establishment,point_of_interest,subway_station,transit_station"
89,GEOMETRIC_CENTER,"Howard Beach - JFK Airport, Queens, NY, USA",ChIJp88jdXpnwokRvO1C8svkl-g,HOWARD BCH JFK New York City metro station,40.660476,-73.83030099999999,1,,OK,"establishment,point_of_interest,transit_station"
90,GEOMETRIC_CENTER,"Sutphin Blvd - Archer Av - JFK Station, Queens, NY 11435, USA",ChIJI7COX8VgwokR2_ep5tTapLY,JFK JAMAICA CT1 New York City metro station,40.7005728,-73.8077071,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
91,GEOMETRIC_CENTER,"Marcy Av, Brooklyn, NY 11211, USA",ChIJ1_BA6uBbwokRTpejGXN1KFE,MARCY AV New York City metro station,40.7084911,-73.95785529999999,1,11211,OK,"establishment,point_of_interest,subway_station,transit_station"
92,GEOMETRIC_CENTER,"Hewes St, Brooklyn, NY 11211, USA",ChIJrc5U_ONbwokRqlNbrF0mTzA,HEWES ST New York City metro station,40.7068229,-73.95342699999999,1,11211,OK,"establishment,point_of_interest,subway_station,transit_station"
93,GEOMETRIC_CENTER,"Flushing Av, Flushing Ave, Brooklyn, NY 11206, USA",ChIJI2lK5flbwokRyvOpXp43xyw,FLUSHING AV New York City metro station,40.7002958,-73.94116439999999,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
94,GEOMETRIC_CENTER,"Myrtle - Wyckoff Avenues Subway Station, Brooklyn, NY 11237, USA",ChIJ0fOUCiJcwokRwIEa13VkxLU,MYRTLE AV New York City metro station,40.699686,-73.9117713,1,11237,OK,"establishment,point_of_interest,subway_station,transit_station"
