,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
189,GEOMETRIC_CENTER,"Grand Av - Newtown, Queens, NY 11373, USA",ChIJK9wMeFJewokRB_t34gFDM84,GRAND-NEWTOWN New York City metro station,40.736835,-73.8775884,1,11373,OK,"establishment,point_of_interest,subway_station,transit_station"
190,GEOMETRIC_CENTER,"63 Dr-Rego Park Queens Blvd, Queens, NY 11374, USA",ChIJESvzGjdewokR2N8k6M2NsPE,63 DR-REGO PARK New York City metro station,40.7301359,-73.8623673,1,11374,OK,"establishment,point_of_interest,subway_station,transit_station"
191,GEOMETRIC_CENTER,"67 Avenue Station, Queens, NY 11375, USA",ChIJM0L6WCVewokR0OgVPGI9jvo,67 AV New York City metro station,40.7263823,-73.8515929,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
192,GEOMETRIC_CENTER,"Forest Hills - 71 Av, Queens, NY 11375, USA",ChIJ37vyISdewokRFGIYMG1pA70,FOREST HILLS 71 New York City metro station,40.721691,-73.844521,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
193,GEOMETRIC_CENTER,"75 Av, Queens, NY 11375, USA",ChIJKf6ev55gwokRgDl092aq_38,75 AV New York City metro station,40.718331,-73.837324,1,11375,OK,"establishment,point_of_interest,subway_station,transit_station"
194,GEOMETRIC_CENTER,"Union Turnpike - Kew Gardens Sta, Queens Blvd & Union Tpke, NY 11415, United States",ChIJLyX3EJhgwokRpDZ82H6SJuo,KEW GARDENS New York City metro station,40.7141955,-73.8309659,1,11415,OK,"establishment,point_of_interest,subway_station,transit_station"
195,GEOMETRIC_CENTER,"Briarwood - Van Wyck Blvd, &, Queens Blvd & Main St, New York, 11435, United States",ChIJL_WID79gwokR1C9hMstDeUU,BRIARWOOD New York City metro station,40.7089111,-73.820151,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
196,GEOMETRIC_CENTER,"Sutphin Blvd - Archer Av - JFK Station, Queens, NY 11435, USA",ChIJI7COX8VgwokR2_ep5tTapLY,SUTPHIN BLVD New York City metro station,40.7005728,-73.8077071,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
197,GEOMETRIC_CENTER,"Parsons Blvd, Queens, NY 11432, USA",ChIJvcZNqd1gwokR0NFRhSP_pg8,PARSONS BLVD New York City metro station,40.707714,-73.8028238,1,11432,OK,"establishment,point_of_interest,subway_station,transit_station"
198,GEOMETRIC_CENTER,"169 Street Station, Queens, NY 11432, USA",ChIJd-rQyx9hwokRyv2p56tN07E,169 ST New York City metro station,40.71047,-73.793604,1,11432,OK,"establishment,point_of_interest,subway_station,transit_station"
199,GEOMETRIC_CENTER,"Jamaica - 179 St, Queens, NY 11432, USA",ChIJxUgnDhphwokReitWEDjSVdk,JAMAICA 179 ST New York City metro station,40.712646,-73.783817,1,11432,OK,"establishment,point_of_interest,transit_station"
200,GEOMETRIC_CENTER,"Court Sq, Queens, NY 11101, USA",ChIJMczGAylZwokRRxZye4qUQuk,COURT SQ New York City metro station,40.7467885,-73.944548,1,11101,OK,"establishment,point_of_interest,transit_station"
201,GEOMETRIC_CENTER,"21 Street-Van Alst Station, Queens, NY 11101, USA",ChIJbwj7uCVZwokROl4ngOLhBAY,21 ST New York City metro station,40.7446224,-73.9486362,1,11101,OK,"establishment,point_of_interest,subway_station,transit_station"
202,GEOMETRIC_CENTER,"Greenpoint Av, Brooklyn, NY 11222, USA",ChIJlZdqWD9ZwokRm4wLFbfd6Po,GREENPOINT AV New York City metro station,40.7301618,-73.9540458,1,11222,OK,"establishment,point_of_interest,subway_station,transit_station"
203,GEOMETRIC_CENTER,"Nassau Av, Brooklyn, NY 11222, USA",ChIJxSImSERZwokRLJfY70XUHWY,NASSAU AV New York City metro station,40.7238944,-73.9506777,2,11222,OK,"establishment,point_of_interest,subway_station,transit_station"
204,GEOMETRIC_CENTER,"Broadway, Broadway & Union Ave, Brooklyn, NY 11206, United States",ChIJ-_jXfeNbwokRdYNKmc3NpAY,BROADWAY New York City metro station,40.7055695,-73.9500836,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
205,GEOMETRIC_CENTER,"Myrtle - Willoughby Avs, Brooklyn, NY 11206, USA",ChIJ53kcle1bwokR9HBD92cHwpk,MYRTLE-WILLOUGH New York City metro station,40.69546709999999,-73.9492203,1,11206,OK,"establishment,point_of_interest,subway_station,transit_station"
206,GEOMETRIC_CENTER,"Bedford-Nostrand Avs Station, Brooklyn, NY 11205, USA",ChIJwU8NfZNbwokR2GoipJw53V8,BEDFORD-NOSTRAN New York City metro station,40.6898534,-73.9516398,1,11205,OK,"establishment,point_of_interest,subway_station,transit_station"
207,GEOMETRIC_CENTER,"Classon Av, Brooklyn, NY 11238, USA",ChIJSc6OIr5bwokRhT0eBC0MEcI,CLASSON AV New York City metro station,40.688873,-73.96007,1,11238,OK,"establishment,point_of_interest,subway_station,transit_station"
208,GEOMETRIC_CENTER,"47-50 Sts - Rockefeller Ctr, New York, NY 10020, USA",ChIJWQRMPv9YwokRExZRB8gYCBc,47-50 STS ROCK New York City metro station,40.75866300000001,-73.981331,1,10020,OK,"establishment,point_of_interest,subway_station,transit_station"
209,GEOMETRIC_CENTER,"42 St - Bryant Pk, New York, NY 10018, USA",ChIJCw1ewKpZwokRD_JLDK0rqaE,42 ST-BRYANT PK New York City metro station,40.7548368,-73.9841215,1,10018,OK,"establishment,point_of_interest,subway_station,transit_station"
210,GEOMETRIC_CENTER,"Broadway-Lafayette St Subway Station, New York, NY 10012, USA",ChIJrbZgnI9ZwokR9M7AjYakvM8,B'WAY-LAFAYETTE New York City metro station,40.7250151,-73.9956959,1,10012,OK,"establishment,point_of_interest,transit_station"
211,GEOMETRIC_CENTER,"2 Avenue Station, New York, NY 10002, USA",ChIJhfzlZYRZwokRLsR-L1xQc4E,2 AV New York City metro station,40.7228313,-73.98895279999999,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
212,GEOMETRIC_CENTER,"East Broadway, New York, NY 10002, USA",ChIJ5fYKcylawokRs4ekvms4vtY,EAST BROADWAY New York City metro station,40.7144029,-73.98991880000001,1,10002,OK,"establishment,point_of_interest,subway_station,transit_station"
213,GEOMETRIC_CENTER,"York Street Subway Station: F, York Street &, Jay St, Brooklyn, NY 11201, United States",ChIJlzQUiTNawokR2Xw3BLuSO2c,YORK ST New York City metro station,40.7013482,-73.98660009999999,1,11201,OK,"establishment,point_of_interest,subway_station,transit_station"
214,GEOMETRIC_CENTER,"Bergen St, Brooklyn, NY 11201, USA",ChIJmzo3xFFawokRRYfb3ArbVmc,BERGEN ST New York City metro station,40.6860832,-73.9909074,1,11201,OK,"establishment,point_of_interest,subway_station,transit_station"
215,GEOMETRIC_CENTER,"Carroll St Station, Smith St, Brooklyn, NY 11231, USA",ChIJhUawZFdawokRgXrsqXJ64F8,CARROLL ST New York City metro station,40.6793313,-73.9954833,1,11231,OK,"establishment,point_of_interest,subway_station,transit_station"
216,GEOMETRIC_CENTER,"Smith-9th Street, 9th St, Brooklyn, NY 11231, USA",ChIJx8zIGfdawokRnOIfUEQ4q6w,SMITH-9 ST New York City metro station,40.6746048,-73.99703970000002,1,11231,OK,"establishment,point_of_interest,subway_station,transit_station"
217,GEOMETRIC_CENTER,"4 Av - 9 St Station, Brooklyn, NY 11215, USA",ChIJP5pZkPtawokRgdTLZJPaJdc,4 AV-9 ST New York City metro station,40.6698964,-73.9891106,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
218,GEOMETRIC_CENTER,"15 St - Prospect Park Station, Brooklyn, NY 11215, USA",ChIJeRi2gR5bwokRQ3XCk1KQDg8,15 ST-PROSPECT New York City metro station,40.6604292,-73.9797224,1,11215,OK,"establishment,point_of_interest,subway_station,transit_station"
219,GEOMETRIC_CENTER,"Ditmas Av, Brooklyn, NY 11218, USA",ChIJTYfHTitbwokRIEOTF2LZTs8,DITMAS AV New York City metro station,40.63553599999999,-73.9781422,1,11218,OK,"establishment,point_of_interest,subway_station,transit_station"
220,GEOMETRIC_CENTER,"Avenue J, Brooklyn, NY 11230, USA",ChIJy4D7OMhEwokRtl2bnNFRZVM,AVENUE I New York City metro station,40.6252684,-73.9607296,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
221,GEOMETRIC_CENTER,"Avenue N, Brooklyn, NY 11230, USA",ChIJ61Bgf-dEwokRnn9mydoQc9k,AVENUE N New York City metro station,40.6154138,-73.9741604,1,11230,OK,"establishment,point_of_interest,subway_station,transit_station"
222,GEOMETRIC_CENTER,"Avenue P, Brooklyn, NY 11223, USA",ChIJ68FGv-VEwokRVofp8llLOXI,AVENUE P New York City metro station,40.6087814,-73.9729084,1,11223,OK,"establishment,point_of_interest,subway_station,transit_station"
223,GEOMETRIC_CENTER,"Avenue X, Brooklyn, NY 11223, USA",ChIJE3O8IFFEwokRrhE24nnH1gA,AVENUE X New York City metro station,40.5896997,-73.9742413,1,11223,OK,"establishment,point_of_interest,subway_station,transit_station"
224,GEOMETRIC_CENTER,"Neptune Av, W 6th St, Brooklyn, NY 11224, USA",ChIJfTn3005EwokRdwmtUehTdc8,NEPTUNE AV New York City metro station,40.581131,-73.97457,1,11224,OK,"establishment,point_of_interest,subway_station,transit_station"
225,GEOMETRIC_CENTER,"Lexington Av - 63 St Station, New York, NY 10065, USA",ChIJk0aIJe9YwokR1EavxF8_P_g,LEXINGTON AV/63 New York City metro station,40.7648364,-73.9665819,1,10065,OK,"establishment,point_of_interest,subway_station,transit_station"
226,GEOMETRIC_CENTER,"Roosevelt Island Subway Station, New York, NY 10044, USA",ChIJYcv1Y9tYwokRJowY4GDEUuQ,ROOSEVELT ISLND New York City metro station,40.7591362,-73.9533215,2,10044,OK,"establishment,point_of_interest,subway_station,transit_station"
227,GEOMETRIC_CENTER,"21 St - Queensbridge, Queens, NY 11101, USA",ChIJtzcRrdZYwokRunD8lPf0Jio,21 ST-QNSBRIDGE New York City metro station,40.75417770000001,-73.94247419999999,1,11101,OK,"establishment,point_of_interest,transit_station"
228,GEOMETRIC_CENTER,"Jamaica - Van Wyck, Queens, NY 11418, USA",ChIJnxVuwsdgwokRF0Ep9JcWjvc,JAMAICA VAN WK New York City metro station,40.70274089999999,-73.8172514,1,11418,OK,"establishment,point_of_interest,subway_station,transit_station"
229,GEOMETRIC_CENTER,"Sutphin Blvd - Archer Av - JFK Station, Queens, NY 11435, USA",ChIJI7COX8VgwokR2_ep5tTapLY,SUTPHIN-ARCHER New York City metro station,40.7005728,-73.8077071,1,11435,OK,"establishment,point_of_interest,subway_station,transit_station"
230,GEOMETRIC_CENTER,"Jamaica Center - Parsons/Archer Station, Queens, NY, USA",ChIJmZ-DM9pgwokRYTfy6sHWw1Q,JAMAICA CENTER New York City metro station,40.7021447,-73.8008771,2,,OK,"establishment,point_of_interest,transit_station"
231,GEOMETRIC_CENTER,"72 Street Subway Station, 2nd Ave, New York, NY 10021, USA",ChIJT3CZzMFYwokRiRpq9Un_B2M,72 ST-2 AVE New York City metro station,40.7686869,-73.9584429,1,10021,OK,"establishment,point_of_interest,subway_station,transit_station"
232,GEOMETRIC_CENTER,"86 Street Subway Station, New York, NY 10028, USA",ChIJP0weCrtYwokRj3S4SxhyJkk,86 ST-2 AVE New York City metro station,40.7769631,-73.9523007,1,10028,OK,"establishment,point_of_interest,subway_station,transit_station"
233,GEOMETRIC_CENTER,"96 Street Subway Station, New York, NY 10128, USA",ChIJDdcwUq9YwokRhGcSgcaP0kA,96 ST-2 AVE New York City metro station,40.7839341,-73.9476064,1,10128,OK,"establishment,point_of_interest,subway_station,transit_station"
234,GEOMETRIC_CENTER,"Pelham Bay Park Station, Bronx, NY 10461, USA",ChIJG1cdl6eMwokRIMJP1Po2KuQ,ORCHARD BEACH New York City metro station,40.8529308,-73.8270555,1,10461,OK,"establishment,point_of_interest,subway_station,transit_station"
235,GEOMETRIC_CENTER,"World Trade Center, New York, NY 10007, USA",ChIJFSysHBlawokRuTFRpOXXM38,NEWARK HW BMEBE New York City metro station,40.7126452,-74.00989799999999,1,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
236,GEOMETRIC_CENTER,"Harrison, Harrison, NY 10528, USA",ChIJf45bZBeRwokRpa5kNmI6ZA4,HARRISON New York City metro station,40.9699323,-73.7113261,2,10528,OK,"establishment,point_of_interest,train_station,transit_station"
237,GEOMETRIC_CENTER,"Journal Square, Jersey City, NJ 07306, USA",ChIJ7TxjmDFXwokRkrGD8mzm0aY,JOURNAL SQUARE New York City metro station,40.7326499,-74.0626901,1,07306,OK,"establishment,point_of_interest,train_station,transit_station"
238,GEOMETRIC_CENTER,"Christopher St Station, New York, NY 10014, USA",ChIJK5zGeZRZwokRjEM4Qsnb7tI,GROVE STREET New York City metro station,40.73357840000001,-74.00287279999999,1,10014,OK,"establishment,point_of_interest,subway_station,transit_station"
239,GEOMETRIC_CENTER,"Wall Street Station, New York, NY 10038, USA",ChIJBzCfVBZawokR6_Qcq-KQA28,EXCHANGE PLACE New York City metro station,40.7064046,-74.0095219,1,10038,OK,"establishment,point_of_interest,subway_station,transit_station"
240,GEOMETRIC_CENTER,"Newport PATH, Jersey City, NJ 07310, USA",ChIJV7jlOlRXwokR8lpfdfXelV8,PAVONIA/NEWPORT New York City metro station,40.72699,-74.03383,1,07310,OK,"establishment,point_of_interest,transit_station"
241,ROOFTOP,"18 Centre St, New York, NY 10007, USA",ChIJoazKLyJawokRYpsRFVeufRk,CITY / BUS New York City metro station,40.7130106,-74.0032796,1,10007,OK,"establishment,point_of_interest"
242,GEOMETRIC_CENTER,"Christopher St Station, New York, NY 10014, USA",ChIJK5zGeZRZwokRjEM4Qsnb7tI,CHRISTOPHER ST New York City metro station,40.73357840000001,-74.00287279999999,1,10014,OK,"establishment,point_of_interest,subway_station,transit_station"
243,GEOMETRIC_CENTER,"9th Street Station, W 9th St, New York, NY 10011, USA",ChIJzx-k7JZZwokRiqfQDMZnyr8,9TH STREET New York City metro station,40.7342315,-73.998802,1,10011,OK,"establishment,point_of_interest,train_station,transit_station"
244,GEOMETRIC_CENTER,"3 Av, New York, NY 10003, USA",ChIJr8T_-J5ZwokRFc6gOato2mg,14TH STREET New York City metro station,40.73314440000001,-73.986761,1,10003,OK,"establishment,point_of_interest,subway_station,transit_station"
245,GEOMETRIC_CENTER,"23 Street Station, E 23rd St, New York, NY 10010, USA",ChIJ3QxIAKRZwokR9GKF9UAFs8k,TWENTY THIRD ST New York City metro station,40.7413626,-73.9891335,1,10010,OK,"establishment,point_of_interest,subway_station,transit_station"
246,GEOMETRIC_CENTER,"30th AVE, Queens, NY 11102, USA",ChIJbS_fnEdfwokRXnxSSIUAA2c,THIRTY ST New York City metro station,40.76692269999999,-73.92139619999999,1,11102,OK,"establishment,point_of_interest,subway_station,transit_station"
247,GEOMETRIC_CENTER,"Ridge Rd & Abbott Rd, Lackawanna, NY 14218, USA",ChIJSU63C1AO04kRDjecXclNijY,LACKAWANNA New York City metro station,42.828208,-78.803112,1,14218,OK,"bus_station,establishment,point_of_interest,transit_station"
248,GEOMETRIC_CENTER,"33 Street Station Downtown only, New York, NY 10016, USA",ChIJKwU17AdZwokRY56D7juEbmc,THIRTY THIRD ST New York City metro station,40.7465183,-73.9817956,1,10016,OK,"establishment,point_of_interest,subway_station,transit_station"
249,APPROXIMATE,"Newark, NJ, USA",ChIJHQ6aMnBTwokRc-T-3CrcvOE,NEWARK BM BW New York City metro station,40.735657,-74.1723667,1,,OK,"locality,political"
250,GEOMETRIC_CENTER,"Spring Street Subway Station, New York, NY 10012, USA",ChIJOc_UAI1ZwokRCTHhgG2G-os,NEWARK C New York City metro station,40.7254911,-74.0036866,1,10012,OK,"establishment,point_of_interest,subway_station,transit_station"
251,GEOMETRIC_CENTER,"World Trade Center, New York, NY 10007, USA",ChIJFSysHBlawokRuTFRpOXXM38,NEWARK HM HE New York City metro station,40.7126452,-74.00989799999999,1,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
252,GEOMETRIC_CENTER,"World Trade Center, New York, NY 10007, USA",ChIJFSysHBlawokRuTFRpOXXM38,PATH WTC 2 New York City metro station,40.7126452,-74.00989799999999,1,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
253,GEOMETRIC_CENTER,"World Trade Center, New York, NY 10007, USA",ChIJFSysHBlawokRuTFRpOXXM38,PATH NEW WTC New York City metro station,40.7126452,-74.00989799999999,1,10007,OK,"establishment,point_of_interest,subway_station,transit_station"
254,GEOMETRIC_CENTER,"South Ferry Station, New York, NY 10004, USA",ChIJcX2qZRNawokREqzpLbC6ElI,SOUTH FERRY New York City metro station,40.701716,-74.0129311,2,10004,OK,"establishment,point_of_interest,transit_station"
255,GEOMETRIC_CENTER,"Wall Street Station, New York, NY 10038, USA",ChIJBzCfVBZawokR6_Qcq-KQA28,WALL ST New York City metro station,40.7064046,-74.0095219,1,10038,OK,"establishment,point_of_interest,subway_station,transit_station"
256,GEOMETRIC_CENTER,"Franklin St, New York, NY 10013, USA",ChIJbdNYUfVZwokR7jZWkrIDFVo,FRANKLIN ST New York City metro station,40.7190056,-74.0066801,1,10013,OK,"establishment,point_of_interest,subway_station,transit_station"
257,GEOMETRIC_CENTER,"Houston Street Station, W Houston St, New York, NY 10014, USA",ChIJneoNXI1ZwokRj6zM42TAzMQ,HOUSTON ST New York City metro station,40.7286024,-74.0053168,1,10014,OK,"establishment,point_of_interest,subway_station,transit_station"
258,GEOMETRIC_CENTER,"18 St, New York, NY 10011, USA",ChIJCeyyX7xZwokRQGN3IexNZns,18 ST New York City metro station,40.7412137,-73.9980293,1,10011,OK,"establishment,point_of_interest,subway_station,transit_station"
259,GEOMETRIC_CENTER,"66 St - Lincoln Ctr Station, New York, NY 10023, USA",ChIJEakTaPVYwokREQUfhJM7-6s,66 ST-LINCOLN New York City metro station,40.7736972,-73.9822288,1,10023,OK,"establishment,point_of_interest,subway_station,transit_station"
260,GEOMETRIC_CENTER,"72 Street Subway Station, 2nd Ave, New York, NY 10021, USA",ChIJT3CZzMFYwokRiRpq9Un_B2M,72 ST New York City metro station,40.7686869,-73.9584429,1,10021,OK,"establishment,point_of_interest,subway_station,transit_station"
261,GEOMETRIC_CENTER,"116 Street Station - Columbia University, New York, NY 10027, USA",ChIJe4OMvj72wokRoVLJ42Dlle8,116 ST-COLUMBIA New York City metro station,40.808043,-73.9639122,1,10027,OK,"establishment,point_of_interest,subway_station,transit_station"
262,GEOMETRIC_CENTER,"137 St - City College, New York, NY 10031, USA",ChIJMQ1veGb2wokRiKENnz-Nu1A,137 ST CITY COL New York City metro station,40.821374,-73.95440099999999,1,10031,OK,"establishment,point_of_interest,subway_station,transit_station"
263,GEOMETRIC_CENTER,"157 Street Station, New York, NY 10032, USA",ChIJHfwh04X2wokRWQQqiYl1nEk,157 ST New York City metro station,40.83418289999999,-73.94481549999999,1,10032,OK,"establishment,point_of_interest,subway_station,transit_station"
264,GEOMETRIC_CENTER,"191 Street Subway Station, New York, NY 10040, USA",ChIJraQwWxv0wokRvzhNfxjJT_0,191 ST New York City metro station,40.8553094,-73.9295786,1,10040,OK,"establishment,point_of_interest,subway_station,transit_station"
265,GEOMETRIC_CENTER,"207 St Station, New York, NY 10034, USA",ChIJmfW-A_bzwokRke6M_NF8dKw,207 ST New York City metro station,40.8644195,-73.91894169999999,1,10034,OK,"establishment,point_of_interest,subway_station,transit_station"
266,GEOMETRIC_CENTER,"215 St, New York, NY 10034, USA",ChIJhTaId_PzwokRPhh0qqBySQE,215 ST New York City metro station,40.8696056,-73.9153168,1,10034,OK,"establishment,point_of_interest,subway_station,transit_station"
267,GEOMETRIC_CENTER,"Marble Hill, New York, NY 10034, USA",ChIJHaFPlZLzwokRowjI6AIzWDw,MARBLE HILL-225 New York City metro station,40.8747639,-73.9121132,2,10034,OK,"establishment,point_of_interest,train_station,transit_station"
268,GEOMETRIC_CENTER,"231 St, Bronx, NY 10463, USA",ChIJv1I27JbzwokRvJPHfEQnFRU,231 ST New York City metro station,40.8789923,-73.904939,1,10463,OK,"establishment,point_of_interest,subway_station,transit_station"
269,GEOMETRIC_CENTER,"238 St, Bronx, NY 10463, USA",ChIJ7fV5zbzzwokRSsPexW2CStY,238 ST New York City metro station,40.884873,-73.9006843,1,10463,OK,"establishment,point_of_interest,subway_station,transit_station"
270,GEOMETRIC_CENTER,"Van Cortlandt Park - 242 St, Bronx, NY 10471, USA",ChIJz5gLEKXzwokRbRFYXsvEFW4,V.CORTLANDT PK New York City metro station,40.889904,-73.8982903,1,10471,OK,"establishment,point_of_interest,subway_station,transit_station"
271,GEOMETRIC_CENTER,"Bowling Green Station, New York, NY 10004, USA",ChIJKXQp3BNawokR6gUmnJXw58c,BOWLING GREEN New York City metro station,40.7048108,-74.0144596,1,10004,OK,"establishment,point_of_interest,subway_station,transit_station"
272,GEOMETRIC_CENTER,"Brooklyn Bridge City Hall Station, New York, NY 10013, USA",ChIJDQXLLyJawokRI-xvbHx0AIM,BROOKLYN BRIDGE New York City metro station,40.7128218,-74.0042836,1,10013,OK,"establishment,point_of_interest,subway_station,transit_station"
273,GEOMETRIC_CENTER,"Bleecker St, New York, NY 10012, USA",ChIJxYzCX4VZwokRbtl_8Jh2yvg,BLEECKER ST New York City metro station,40.7259346,-73.9946724,1,10012,OK,"establishment,point_of_interest,subway_station,transit_station"
274,GEOMETRIC_CENTER,"Astor Pl, New York, NY 10003sx, USA",ChIJDXHhuZtZwokRq9S8UXj2EfQ,ASTOR PL New York City metro station,40.7300944,-73.9908406,1,10003sx,OK,"establishment,point_of_interest,subway_station,transit_station"
275,GEOMETRIC_CENTER,"33 Street Station Downtown only, New York, NY 10016, USA",ChIJKwU17AdZwokRY56D7juEbmc,33 ST New York City metro station,40.7465183,-73.9817956,1,10016,OK,"establishment,point_of_interest,subway_station,transit_station"
276,GEOMETRIC_CENTER,"Grand Central Terminal, New York, NY 10017, USA",ChIJLVaKiQFZwokRgcybX3K6Pzg,GRD CNTRL-42 ST New York City metro station,40.7526116,-73.977327,1,10017,OK,"establishment,point_of_interest,transit_station"
277,GEOMETRIC_CENTER,"51 St Station, Lexington &, E 51st St, New York, NY 10022, United States",ChIJlcBlyPxYwokRLJ9ONJ8qD3w,51 ST New York City metro station,40.757135,-73.9719119,2,10022,OK,"establishment,point_of_interest,subway_station,transit_station"
278,GEOMETRIC_CENTER,"68 Street Station, New York, NY 10021, USA",ChIJ_Xr5wetYwokRd1jnf92jyUc,68ST-HUNTER CO New York City metro station,40.7678741,-73.9638866,1,10021,OK,"establishment,point_of_interest,subway_station,transit_station"
279,GEOMETRIC_CENTER,"Cathedral Parkway 110 Street Station, New York, NY 10025, USA",ChIJQei0Ejv2wokRkeGsy4Qzclw,110 ST New York City metro station,40.8041784,-73.96672579999999,1,10025,OK,"establishment,point_of_interest,subway_station,transit_station"
280,GEOMETRIC_CENTER,"138 Street Station, Bronx, NY 10451, USA",ChIJtanI3tv1wokRB7a-232CeUM,138/GRAND CONC New York City metro station,40.8131924,-73.9297977,1,10451,OK,"establishment,point_of_interest,subway_station,transit_station"
281,GEOMETRIC_CENTER,"149 St - Grand Concourse, Bronx, NY 10451, USA",ChIJFZSc-ND1wokRe5wIin1mXxM,149/GRAND CONC New York City metro station,40.818323,-73.92718280000001,1,10451,OK,"establishment,point_of_interest,transit_station"
282,GEOMETRIC_CENTER,"167 St, Bronx, NY 10452, USA",ChIJwY6VtDD0wokR504b_nGx3ZA,167 ST New York City metro station,40.8344848,-73.9180823,1,10452,OK,"establishment,point_of_interest,subway_station,transit_station"
